season,season_type,game_id,game_date,venue,venue_location,away_team_abbr,home_team_abbr,event_num,period,period_type,seconds_elapsed,situation_code,strength_state,strength_state_venue,home_team_defending_side,event_type_code,event_type,description,penalty_duration,event_team_abbr,event_team_venue,num_on,players_on,ids_on,num_off,players_off,ids_off,shift_type,event_player_1_name,event_player_2_name,event_player_3_name,event_player_1_id,event_player_2_id,event_player_3_id,event_player_1_pos,event_player_2_pos,event_player_3_pos,event_goalie_id,shot_type,zone_code,x,y,x_fixed,y_fixed,x_adj,y_adj,event_skaters,away_skaters,home_skaters,event_distance,event_angle,event_length,seconds_since_last,away_score,home_score,away_fenwick,home_fenwick,away_on_1,away_on_2,away_on_3,away_on_4,away_on_5,away_on_6,away_goalie,home_on_1,home_on_2,home_on_3,home_on_4,home_on_5,home_on_6,home_goalie,away_on_1_id,away_on_2_id,away_on_3_id,away_on_4_id,away_on_5_id,away_on_6_id,away_goalie_id,home_on_1_id,home_on_2_id,home_on_3_id,home_on_4_id,home_on_5_id,home_on_6_id,home_goalie_id,event_coach,away_coach,home_coach,xG
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,11,1,REG,32,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,1.0,JARED SPURGEON,8474716,1.0,KIRILL KAPRIZOV,8478864,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,1.0,0.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS JOHANSSON,FREDERICK GAUDREAU,MATT BOLDY,BROCK FABER,,FILIP GUSTAVSSON,BRAYDEN MCNABB,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475149,8477919,8481557,8482122,,8479406,8475188,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,12,1,REG,33,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,1.0,JAKE MIDDLETON,8478136,1.0,BROCK FABER,8482122,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,2.0,1.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS JOHANSSON,FREDERICK GAUDREAU,JAKE MIDDLETON,MATT BOLDY,,FILIP GUSTAVSSON,BRAYDEN MCNABB,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475149,8477919,8478136,8481557,,8479406,8475188,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,13,1,REG,35,1551,5v5,5v5,right,503.0,hit,"MIN #89 GAUDREAU HIT VGK #15 HANIFIN, Neu. Zone",,MIN,away,,,,,,,,FREDERICK GAUDREAU,NOAH HANIFIN,,8477919.0,8478396.0,,C,D,,,,N,91.0,-30.0,91.0,-30.0,-91.0,30.0,5,5,5,30.066592756745816,86.18592516570965,2.0,2.0,0.0,0.0,0.0,0.0,FREDERICK GAUDREAU,MATT BOLDY,MARCUS JOHANSSON,JAKE MIDDLETON,JARED SPURGEON,,FILIP GUSTAVSSON,JACK EICHEL,IVAN BARBASHEV,MARK STONE,BRAYDEN MCNABB,NOAH HANIFIN,,ADIN HILL,8477919.0,8481557.0,8475149.0,8478136.0,8474716.0,,8479406.0,8478403.0,8477964.0,8475913.0,8475188.0,8478396.0,,8478499.0,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,14,1,REG,37,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,1.0,MATS ZUCCARELLO,8475692,1.0,MATT BOLDY,8481557,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,10.0,2.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS JOHANSSON,MATS ZUCCARELLO,FREDERICK GAUDREAU,JAKE MIDDLETON,,FILIP GUSTAVSSON,BRAYDEN MCNABB,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475149,8475692,8477919,8478136,,8479406,8475188,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,15,1,REG,47,1551,5v5,5v5,right,508.0,blocked-shot,"MIN #36 ZUCCARELLO OPPONENT-BLOCKED BY VGK #3 MCNABB, Slap, Def. Zone ",,MIN,away,,,,,,,,MATS ZUCCARELLO,BRAYDEN MCNABB,,8475692.0,8475188.0,,R,D,,,,D,73.0,4.0,73.0,4.0,-73.0,-4.0,5,5,5,16.492422502470642,14.036243467926479,12.0,10.0,0.0,0.0,0.0,0.0,FREDERICK GAUDREAU,MATS ZUCCARELLO,MARCUS JOHANSSON,JAKE MIDDLETON,JARED SPURGEON,,FILIP GUSTAVSSON,JACK EICHEL,IVAN BARBASHEV,MARK STONE,BRAYDEN MCNABB,NOAH HANIFIN,,ADIN HILL,8477919.0,8475692.0,8475149.0,8478136.0,8474716.0,,8479406.0,8478403.0,8477964.0,8475913.0,8475188.0,8478396.0,,8478499.0,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,16,1,REG,59,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,2.0,"MARCUS FOLIGNO, MARCO ROSSI","8475220, 8482079",2.0,"MARCUS JOHANSSON, JAKE MIDDLETON","8475149, 8478136",on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,1.0,12.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS FOLIGNO,MATS ZUCCARELLO,FREDERICK GAUDREAU,MARCO ROSSI,,FILIP GUSTAVSSON,BRAYDEN MCNABB,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475220,8475692,8477919,8482079,,8479406,8475188,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,17,1,REG,60,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,2.0,"JONAS BRODIN, BROCK FABER","8476463, 8482122",2.0,"MATS ZUCCARELLO, FREDERICK GAUDREAU","8475692, 8477919",on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,0.0,1.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,BRAYDEN MCNABB,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475220,8476463,8482079,8482122,,8479406,8475188,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,18,1,REG,60,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,ALEX PIETRANGELO,8474565,1.0,BRAYDEN MCNABB,8475188,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,2.0,0.0,0.0,0.0,0.0,0.0,JARED SPURGEON,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474716,8475220,8476463,8482079,8482122,,8479406,8474565,8475913,8477964,8478396,8478403,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,19,1,REG,62,,5v5,5v5,right,499.0,change,MIN CHANGE: on-the-fly,,MIN,away,1.0,GUSTAV NYQUIST,8474679,1.0,JARED SPURGEON,8474716,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,0.0,2.0,0.0,0.0,0.0,0.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,MARK STONE,IVAN BARBASHEV,NOAH HANIFIN,JACK EICHEL,,ADIN HILL,8474679,8475220,8476463,8482079,8482122,,8479406,8474565,8475913,8477964,8478396,8478403,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,20,1,REG,62,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,TOMAS HERTL,8476881,1.0,JACK EICHEL,8478403,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,1.0,0.0,0.0,0.0,0.0,0.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,MARK STONE,TOMAS HERTL,IVAN BARBASHEV,NOAH HANIFIN,,ADIN HILL,8474679,8475220,8476463,8482079,8482122,,8479406,8474565,8475913,8476881,8477964,8478396,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,21,1,REG,63,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,BRANDON SAAD,8476438,1.0,IVAN BARBASHEV,8477964,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,1.0,1.0,0.0,0.0,0.0,0.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,MARK STONE,BRANDON SAAD,TOMAS HERTL,NOAH HANIFIN,,ADIN HILL,8474679,8475220,8476463,8482079,8482122,,8479406,8474565,8475913,8476438,8476881,8478396,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,22,1,REG,64,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,PAVEL DOROFEYEV,8481604,1.0,MARK STONE,8475913,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,15.0,1.0,0.0,0.0,0.0,0.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,MARCO ROSSI,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,BRANDON SAAD,TOMAS HERTL,NOAH HANIFIN,PAVEL DOROFEYEV,,ADIN HILL,8474679,8475220,8476463,8482079,8482122,,8479406,8474565,8476438,8476881,8478396,8481604,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,23,1,REG,79,1551,5v5,5v5,right,507.0,missed-shot,"VGK #15 HANIFIN, Wrist, Wide Right, Off. Zone, 67 ft. ",,VGK,home,,,,,,,,NOAH HANIFIN,,,8478396.0,,,D,,,8479406.0,wrist,O,-31.0,-34.0,31.0,34.0,31.0,34.0,5,5,5,67.23094525588644,30.379126011368342,2.0,15.0,0.0,0.0,0.0,1.0,MARCO ROSSI,GUSTAV NYQUIST,MARCUS FOLIGNO,BROCK FABER,JONAS BRODIN,,FILIP GUSTAVSSON,TOMAS HERTL,PAVEL DOROFEYEV,BRANDON SAAD,ALEX PIETRANGELO,NOAH HANIFIN,,ADIN HILL,8482079.0,8474679.0,8475220.0,8482122.0,8476463.0,,8479406.0,8476881.0,8481604.0,8476438.0,8474565.0,8478396.0,,8478499.0,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,0.0029608589
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,24,1,REG,81,,5v5,5v5,right,,stoppage,GOALIE STOPPED,,,away,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,0.0,2.0,0.0,0.0,0.0,1.0,MARCO ROSSI,GUSTAV NYQUIST,MARCUS FOLIGNO,BROCK FABER,JONAS BRODIN,,FILIP GUSTAVSSON,TOMAS HERTL,PAVEL DOROFEYEV,BRANDON SAAD,ALEX PIETRANGELO,NOAH HANIFIN,,ADIN HILL,8482079.0,8474679.0,8475220.0,8482122.0,8476463.0,,8479406.0,8476881.0,8481604.0,8476438.0,8474565.0,8478396.0,,8478499.0,,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,25,1,REG,81,,5v5,5v5,right,499.0,change,MIN CHANGE: line-change,,MIN,away,1.0,RYAN HARTMAN,8477451,1.0,MARCO ROSSI,8482079,line-change,,,,,,,,,,,,,,,,,,,,5,5,,,0.0,0.0,0.0,0.0,0.0,1.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,RYAN HARTMAN,BROCK FABER,,FILIP GUSTAVSSON,ALEX PIETRANGELO,BRANDON SAAD,TOMAS HERTL,NOAH HANIFIN,PAVEL DOROFEYEV,,ADIN HILL,8474679,8475220,8476463,8477451,8482122,,8479406,8474565,8476438,8476881,8478396,8481604,,8478499,JOHN HYNES,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,26,1,REG,81,,5v5,5v5,right,499.0,change,VGK CHANGE: line-change,,VGK,home,2.0,"NICOLAS HAGUE, ZACH WHITECLOUD","8479980, 8480727",2.0,"ALEX PIETRANGELO, NOAH HANIFIN","8474565, 8478396",line-change,,,,,,,,,,,,,,,,,,,,5,5,,,0.0,0.0,0.0,0.0,0.0,1.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,RYAN HARTMAN,BROCK FABER,,FILIP GUSTAVSSON,BRANDON SAAD,TOMAS HERTL,NICOLAS HAGUE,ZACH WHITECLOUD,PAVEL DOROFEYEV,,ADIN HILL,8474679,8475220,8476463,8477451,8482122,,8479406,8476438,8476881,8479980,8480727,8481604,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,27,1,REG,81,1551,5v5,5v5,right,502.0,faceoff,VGK won Off. Zone - MIN #38 HARTMAN vs VGK #48 HERTL,,VGK,home,,,,,,,,TOMAS HERTL,RYAN HARTMAN,,8476881.0,8477451.0,,C,R,,,,O,-69.0,-22.0,69.0,22.0,69.0,22.0,5,5,5,29.732137494637012,47.72631099390627,14.0,0.0,0.0,0.0,0.0,1.0,RYAN HARTMAN,GUSTAV NYQUIST,MARCUS FOLIGNO,BROCK FABER,JONAS BRODIN,,FILIP GUSTAVSSON,TOMAS HERTL,PAVEL DOROFEYEV,BRANDON SAAD,ZACH WHITECLOUD,NICOLAS HAGUE,,ADIN HILL,8477451.0,8474679.0,8475220.0,8482122.0,8476463.0,,8479406.0,8476881.0,8481604.0,8476438.0,8480727.0,8479980.0,,8478499.0,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,28,1,REG,95,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,KEEGAN KOLESAR,8478434,1.0,PAVEL DOROFEYEV,8481604,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,1.0,14.0,0.0,0.0,0.0,1.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,RYAN HARTMAN,BROCK FABER,,FILIP GUSTAVSSON,BRANDON SAAD,TOMAS HERTL,KEEGAN KOLESAR,NICOLAS HAGUE,ZACH WHITECLOUD,,ADIN HILL,8474679,8475220,8476463,8477451,8482122,,8479406,8476438,8476881,8478434,8479980,8480727,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,29,1,REG,96,1551,5v5,5v5,right,503.0,hit,"VGK #48 HERTL HIT MIN #7 FABER, Off. Zone",,VGK,home,,,,,,,,TOMAS HERTL,BROCK FABER,,8476881.0,8482122.0,,C,D,,,,O,-84.0,-36.0,84.0,36.0,84.0,36.0,5,5,5,36.345563690772494,82.09283729704154,3.0,1.0,0.0,0.0,0.0,1.0,RYAN HARTMAN,GUSTAV NYQUIST,MARCUS FOLIGNO,BROCK FABER,JONAS BRODIN,,FILIP GUSTAVSSON,TOMAS HERTL,KEEGAN KOLESAR,BRANDON SAAD,ZACH WHITECLOUD,NICOLAS HAGUE,,ADIN HILL,8477451.0,8474679.0,8475220.0,8482122.0,8476463.0,,8479406.0,8476881.0,8478434.0,8476438.0,8480727.0,8479980.0,,8478499.0,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
20242025,3,2024030171,2025-04-20,T-Mobile Arena,Paradise,MIN,VGK,30,1,REG,99,,5v5,5v5,right,499.0,change,VGK CHANGE: on-the-fly,,VGK,home,1.0,BRETT HOWDEN,8479353,1.0,BRANDON SAAD,8476438,on-the-fly,,,,,,,,,,,,,,,,,,,,5,5,,,6.0,3.0,0.0,0.0,0.0,1.0,GUSTAV NYQUIST,MARCUS FOLIGNO,JONAS BRODIN,RYAN HARTMAN,BROCK FABER,,FILIP GUSTAVSSON,TOMAS HERTL,KEEGAN KOLESAR,BRETT HOWDEN,NICOLAS HAGUE,ZACH WHITECLOUD,,ADIN HILL,8474679,8475220,8476463,8477451,8482122,,8479406,8476881,8478434,8479353,8479980,8480727,,8478499,BRUCE CASSIDY,JOHN HYNES,BRUCE CASSIDY,
